Tool ID,Tool Class,Tool Name,Confidence,Sample ID,Filepath,Image ID,Instance ID,BBox X,BBox Y,BBox Width,BBox Height,Mask Path,Mask Index,Visibility,Reviewed,Annotation Complete,Mask Valid,Class Valid,Base Valid,Visible,Annotation Confidence
0,scissors,iris,0.8,1,images/0/IMG_8626.jpg,image-209891f5c4d32653,instance-0,1028,744,428,512,masks/images/0/IMG_8626.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
0,scissors,iris,0.8,1,images/0/IMG_8627.jpg,image-1f50bf2bf7b2af1a,instance-0,965,706,521,509,masks/images/0/IMG_8627.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
0,scissors,iris,0.8,1,images/0/IMG_8628.jpg,image-7f20c1bca2ead4df,instance-1,977,786,517,425,masks/images/0/IMG_8628.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
0,scissors,iris,0.8,1,images/0/IMG_8629.jpg,image-aea2257e6547993a,instance-0,1018,715,497,523,masks/images/0/IMG_8629.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
0,scissors,iris,0.8,1,images/0/IMG_8630.jpg,image-3f7c0497a58fe56d,instance-0,1019,636,457,498,masks/images/0/IMG_8630.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
0,scissors,iris,0.8,1,images/0/IMG_8631.jpg,image-5238bb90ca1ff424,instance-0,1084,686,506,515,masks/images/0/IMG_8631.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8599.jpg,image-a43667a200299edc,instance-0,1072,589,265,541,masks/images/1/IMG_8599.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8600.jpg,image-8f54f30e6bfd2f3f,instance-0,1032,675,381,511,masks/images/1/IMG_8600.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8602.jpg,image-cc2603f4d5bc12b7,instance-0,1062,861,539,265,masks/images/1/IMG_8602.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8603.jpg,image-74db4150484d9b88,instance-0,1027,744,486,422,masks/images/1/IMG_8603.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8604.jpg,image-aebe57e80c846110,instance-0,1082,718,265,540,masks/images/1/IMG_8604.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8605.jpg,image-5161c4faa76be42c,instance-0,1028,703,432,477,masks/images/1/IMG_8605.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8606.jpg,image-807addc1c1768225,instance-0,922,810,540,267,masks/images/1/IMG_8606.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,2,images/1/IMG_8607.jpg,image-2ee3076a168c8588,instance-0,1000,720,458,454,masks/images/1/IMG_8607.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8633.jpg,image-858a95501596f0f3,instance-0,927,616,545,440,masks/images/1/IMG_8633.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8634.jpg,image-8493587800f6243c,instance-0,901,649,534,545,masks/images/1/IMG_8634.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8635.jpg,image-9cb34f66c8bca33d,instance-0,981,606,444,592,masks/images/1/IMG_8635.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8637.jpg,image-0d3b779ed66d7fd6,instance-0,921,569,528,538,masks/images/1/IMG_8637.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8638.jpg,image-4c71241c5f2b8d5c,instance-1,906,738,625,381,masks/images/1/IMG_8638.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8639.jpg,image-ff97c522003b8627,instance-0,1018,574,540,537,masks/images/1/IMG_8639.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8640.jpg,image-355c0ceee3df8c66,instance-0,1027,516,344,672,masks/images/1/IMG_8640.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
1,forceps,crile,0.6,3,images/1/IMG_8641.jpg,image-39aab54738e96f7c,instance-0,1012,618,531,542,masks/images/1/IMG_8641.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8608.jpg,image-ce409fb38329c172,instance-0,1142,635,57,683,masks/images/2/IMG_8608.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8609.jpg,image-8090b4497c54fb07,instance-0,1023,671,365,596,masks/images/2/IMG_8609.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8610.jpg,image-fb20908f2361be0d,instance-0,897,949,676,57,masks/images/2/IMG_8610.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8611.jpg,image-80c6a1a10ef4b195,instance-0,983,760,534,448,masks/images/2/IMG_8611.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8612.jpg,image-9990e1a28c29c00f,instance-0,1175,640,57,680,masks/images/2/IMG_8612.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8613.jpg,image-3139179e00158894,instance-0,985,693,401,575,masks/images/2/IMG_8613.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8614.jpg,image-50a46c27667bf057,instance-0,883,949,675,59,masks/images/2/IMG_8614.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
2,forceps,microvascular coupler,1,4,images/2/IMG_8615.jpg,image-de2101c47bcf08b6,instance-0,970,760,503,484,masks/images/2/IMG_8615.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
3,pliers,ruskin rongeur,1,5,images/3/IMG_8616.jpg,image-7ead347aea9b9f59,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8617.jpg,image-4148646e37a361d5,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8618.jpg,image-e63cb35bdc649864,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8619.jpg,image-11643f71fb51593d,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8620.jpg,image-2f1431483bfdff45,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8621.jpg,image-4bac1bbb0ad11a82,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8622.jpg,image-6b74317ce8e6ef3a,instance-0,,,,,,,,,,,,,,
3,pliers,ruskin rongeur,1,5,images/3/IMG_8623.jpg,image-87ca33198a335f5e,instance-0,,,,,,,,,,,,,,
8,scissors,metzenbaum,1,6,images/8/IMG_0807.jpg,image-ab168fff52107709,instance-0,898,477,206,862,masks/images/8/IMG_0807.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0808.jpg,image-37226add553aeae3,instance-0,670,593,648,672,masks/images/8/IMG_0808.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0809.jpg,image-32cf7f9266a4533d,instance-0,599,931,864,207,masks/images/8/IMG_0809.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0810.jpg,image-bfcfcbd88d43f5cd,instance-0,648,673,696,621,masks/images/8/IMG_0810.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0811.jpg,image-331cbc1a0ab8dbdf,instance-0,888,555,206,859,masks/images/8/IMG_0811.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0812.jpg,image-dfb60055f8f5c3b6,instance-0,686,624,626,690,masks/images/8/IMG_0812.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0813.jpg,image-28c0cc7d3c2ecdc6,instance-0,485,924,867,206,masks/images/8/IMG_0813.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,6,images/8/IMG_0814.jpg,image-26c926e0c4ca4f9c,instance-0,604,599,659,668,masks/images/8/IMG_0814.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0815.jpg,image-594e79564f49f4d0,instance-0,862,511,206,854,masks/images/8/IMG_0815.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0816.jpg,image-2a620ee4031afd1a,instance-0,649,629,628,680,masks/images/8/IMG_0816.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0817.jpg,image-fef5fc9763df4f95,instance-0,566,949,859,208,masks/images/8/IMG_0817.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0818.jpg,image-0c53eb30da22eedb,instance-0,587,721,726,577,masks/images/8/IMG_0818.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0819.jpg,image-2523daad1ad3d155,instance-0,851,614,207,857,masks/images/8/IMG_0819.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0820.jpg,image-e3935924717f6bb9,instance-0,685,653,554,739,masks/images/8/IMG_0820.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0821.jpg,image-41116e2305fc3cd7,instance-0,456,912,860,207,masks/images/8/IMG_0821.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,7,images/8/IMG_0822.jpg,image-8eb75edf599c9ca4,instance-0,593,646,656,659,masks/images/8/IMG_0822.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0823.jpg,image-130e04de72ec613d,instance-0,507,587,985,654,masks/images/8/IMG_0823.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0824.jpg,image-acafdc6f67c1f3a1,instance-0,503,706,865,845,masks/images/8/IMG_0824.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0826.jpg,image-0a5e3a5e4de9d486,instance-0,698,488,624,1011,masks/images/8/IMG_0826.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0827.jpg,image-a456bd008e5b67d0,instance-0,472,491,849,860,masks/images/8/IMG_0827.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0828.jpg,image-da409a9abf0d2944,instance-0,479,784,1032,617,masks/images/8/IMG_0828.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0829.jpg,image-2472b03506e5eaaa,instance-0,637,579,867,846,masks/images/8/IMG_0829.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0831.jpg,image-55a1c48d0a88c359,instance-0,600,514,653,980,masks/images/8/IMG_0831.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,8,images/8/IMG_0832.jpg,image-4663b8119ac54c37,instance-0,551,649,854,860,masks/images/8/IMG_0832.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0833.jpg,image-60bb375cf5d0490e,instance-0,464,644,1047,597,masks/images/8/IMG_0833.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0834.jpg,image-f4fef70770b30439,instance-0,408,606,852,855,masks/images/8/IMG_0834.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0835.jpg,image-4c29ecfb82a30e9a,instance-0,659,501,618,1017,masks/images/8/IMG_0835.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0836.jpg,image-2313973c794bbf3e,instance-0,460,421,861,847,masks/images/8/IMG_0836.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0837.jpg,image-e5bf0fcadc295ec6,instance-0,515,722,1034,626,masks/images/8/IMG_0837.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0838.jpg,image-eab224bea3a63596,instance-0,687,528,849,856,masks/images/8/IMG_0838.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0839.jpg,image-de09df5fe51b03f0,instance-0,671,488,609,1042,masks/images/8/IMG_0839.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
8,scissors,metzenbaum,1,9,images/8/IMG_0840.jpg,image-5693709ad4df8f67,instance-0,609,804,858,845,masks/images/8/IMG_0840.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
9,bone punch,kerrison,1,10,images/9/IMG_0843.jpg,image-33a6e9f3d27041a4,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,10,images/9/IMG_0844.jpg,image-23e4c82b2e43b96a,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,10,images/9/IMG_0845.jpg,image-43bf924580674ba7,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,10,images/9/IMG_0846.jpg,image-a94d80d026f8cd11,instance-0,714,574,569,893,masks/images/9/IMG_0846.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
9,bone punch,kerrison,1,10,images/9/IMG_0847.jpg,image-ee7c81e1fabce6ea,instance-0,814,672,484,911,masks/images/9/IMG_0847.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
9,bone punch,kerrison,1,10,images/9/IMG_0848.jpg,image-b1a78b50811c1a41,instance-0,546,723,800,670,masks/images/9/IMG_0848.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
9,bone punch,kerrison,1,10,images/9/IMG_0849.jpg,image-1fb888ff99fd894d,instance-0,375,833,930,485,masks/images/9/IMG_0849.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
9,bone punch,kerrison,1,10,images/9/IMG_0851.jpg,image-6aeb12e5c738f796,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0852.jpg,image-a4869694d3692079,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0853.jpg,image-bfddf695aa20b053,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0854.jpg,image-184c016b662f23e8,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0855.jpg,image-c08e15520f478a86,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0856.jpg,image-b41357971a99c784,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0857.jpg,image-f72cfdcb5bf2e445,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0858.jpg,image-1af4739b2b8e7b57,instance-0,,,,,,,,,,,,,,
9,bone punch,kerrison,1,11,images/9/IMG_0859.jpg,image-58c860ae6925abd1,instance-0,,,,,,,,,,,,,,
10,mallet,mpr surgical,1,12,images/10/IMG_0244.jpg,image-97846043ee9f6f5d,instance-0,806,610,249,870,masks/images/10/IMG_0244.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0245.jpg,image-69a31893b463f48d,instance-0,590,454,705,731,masks/images/10/IMG_0245.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0246.jpg,image-d0341d0b434ff987,instance-0,464,787,874,246,masks/images/10/IMG_0246.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0247.jpg,image-8ec46cf03a04d7bc,instance-0,639,618,713,725,masks/images/10/IMG_0247.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0248.jpg,image-2c7b163e15f8468b,instance-0,801,510,249,870,masks/images/10/IMG_0248.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0249.jpg,image-63c82ad67aea33da,instance-0,511,633,693,734,masks/images/10/IMG_0249.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0250.jpg,image-3b3624355872ad14,instance-0,453,726,871,247,masks/images/10/IMG_0250.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,12,images/10/IMG_0251.jpg,image-b9bf55bccc3f2132,instance-0,554,464,687,748,masks/images/10/IMG_0251.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0252.jpg,image-78bcc999c5d2b037,instance-0,722,464,248,869,masks/images/10/IMG_0252.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0253.jpg,image-a979a6c062574744,instance-0,607,449,763,669,masks/images/10/IMG_0253.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0254.jpg,image-957f0010bd64467a,instance-0,608,746,877,250,masks/images/10/IMG_0254.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0255.jpg,image-2b09b651dd0165d8,instance-0,705,668,750,686,masks/images/10/IMG_0255.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0959.jpg,image-5ec4f8271a103c84,instance-0,838,584,247,870,masks/images/10/IMG_0959.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0960.jpg,image-1301684efce926cf,instance-0,479,739,689,740,masks/images/10/IMG_0960.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0258.jpg,image-258e3ef14fc35b16,instance-0,449,786,879,248,masks/images/10/IMG_0258.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
10,mallet,mpr surgical,1,13,images/10/IMG_0259.jpg,image-9a339c8497429c6a,instance-0,564,497,692,747,masks/images/10/IMG_0259.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0260.jpg,image-e4cce5b0c878d79d,instance-0,838,633,188,818,masks/images/11/IMG_0260.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0261.jpg,image-b7d1b94329656bf4,instance-0,565,675,638,611,masks/images/11/IMG_0261.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0262.jpg,image-7f261b5e8730db4c,instance-0,484,856,825,190,masks/images/11/IMG_0262.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0263.jpg,image-b63dec8f28d02b4b,instance-0,584,575,629,623,masks/images/11/IMG_0263.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0264.jpg,image-43ff42eb1f6ae30e,instance-0,824,494,196,819,masks/images/11/IMG_0264.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0265.jpg,image-761e3f794d815e09,instance-0,678,590,591,658,masks/images/11/IMG_0265.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0266.jpg,image-cdc50bbd1d4fe8b1,instance-0,554,809,823,190,masks/images/11/IMG_0266.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,14,images/11/IMG_0267.jpg,image-74afac32104f3c4d,instance-0,618,607,654,592,masks/images/11/IMG_0267.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,15,images/11/IMG_0268.jpg,image-dfabb3254d031cff,instance-0,797,494,191,818,masks/images/11/IMG_0268.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,15,images/11/IMG_0269.jpg,image-201b7c7274b6e1cc,instance-0,640,576,657,592,masks/images/11/IMG_0269.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,15,images/11/IMG_0270.jpg,image-043d8d31a51f1781,instance-0,584,814,822,188,masks/images/11/IMG_0270.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,15,images/11/IMG_0271.jpg,image-971767cf1b9bed2f,instance-0,626,591,657,591,masks/images/11/IMG_0271.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,15,images/11/IMG_0272.jpg,image-af6d2b3014bc9cd2,instance-0,835,464,192,815,masks/images/11/IMG_0272.npz,0,clear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0
11,pliers,lineman,1,15,images/11/IMG_0273.jpg,image-547855e3c5492abc,instance-0,,,,,,,,,,,,,,
11,pliers,lineman,1,15,images/11/IMG_0274.jpg,image-012a237adc03bd41,instance-0,,,,,,,,,,,,,,
11,pliers,lineman,1,15,images/11/IMG_0275.jpg,image-5286b526a7da48fd,instance-0,,,,,,,,,,,,,,
16,forceps,rowes maxillary,1,16,images/16/IMG_0560.jpg,image-f9ac71d15ed18b18,instance-0,,,,,,,,,,,,,,
16,forceps,rowes maxillary,1,16,images/16/IMG_0580.jpg,image-4a19c4243860c434,instance-0,,,,,,,,,,,,,,
16,forceps,rowes maxillary,1,16,images/16/IMG_0581.jpg,image-699ba643f31163c1,instance-0,,,,,,,,,,,,,,
16,forceps,rowes maxillary,1,16,images/16/IMG_0582.jpg,image-05466e1cd5dedf10,instance-0,,,,,,,,,,,,,,
