Tool IDs,Sample ID,Angle,Filepath,Lights,Make,Model,Flash,ISO,Exposure,Aperture,Focal length (mm),Time Taken,Image ID,Capture Session ID
2,4,135,images/2/IMG_8611.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:14:22.268-04:00,image-80c6a1a10ef4b195,session-2026-09-01-005
2,4,180,images/2/IMG_8612.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:14:33.164-04:00,image-9990e1a28c29c00f,session-2026-09-01-005
2,4,225,images/2/IMG_8613.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:14:42.502-04:00,image-3139179e00158894,session-2026-09-01-005
2,4,270,images/2/IMG_8614.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:14:49.946-04:00,image-50a46c27667bf057,session-2026-09-01-005
2,4,315,images/2/IMG_8615.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:14:59.127-04:00,image-de2101c47bcf08b6,session-2026-09-01-005
3,5,0,images/3/IMG_8616.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:05.272-04:00,image-7ead347aea9b9f59,session-2026-09-01-005
3,5,45,images/3/IMG_8617.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:11.922-04:00,image-4148646e37a361d5,session-2026-09-01-005
3,5,90,images/3/IMG_8618.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:19.914-04:00,image-e63cb35bdc649864,session-2026-09-01-005
3,5,135,images/3/IMG_8619.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:27.403-04:00,image-11643f71fb51593d,session-2026-09-01-005
3,5,180,images/3/IMG_8620.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:36.097-04:00,image-2f1431483bfdff45,session-2026-09-01-005
3,5,225,images/3/IMG_8621.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:45.633-04:00,image-4bac1bbb0ad11a82,session-2026-09-01-005
3,5,270,images/3/IMG_8622.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:53.654-04:00,image-6b74317ce8e6ef3a,session-2026-09-01-005
3,5,315,images/3/IMG_8623.jpg,FALSE,Apple,iPhone 16 Pro Max,FALSE,12500,1/15,1.78,6.765,2026-09-01T20:16:59.802-04:00,image-87ca33198a335f5e,session-2026-09-01-005
8,6,0,images/8/IMG_0807.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/45,1.6,5.96,2026-09-04T13:43:54.555-04:00,image-ab168fff52107709,session-2026-09-04-008
8,6,45,images/8/IMG_0808.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/52,1.6,5.96,2026-09-04T13:44:19.340-04:00,image-37226add553aeae3,session-2026-09-04-008
8,6,90,images/8/IMG_0809.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/52,1.6,5.96,2026-09-04T13:44:42.000-04:00,image-32cf7f9266a4533d,session-2026-09-04-008
8,6,135,images/8/IMG_0810.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/50,1.6,5.96,2026-09-04T13:45:15.852-04:00,image-bfcfcbd88d43f5cd,session-2026-09-04-008
8,6,180,images/8/IMG_0811.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/52,1.6,5.96,2026-09-04T13:45:36.719-04:00,image-331cbc1a0ab8dbdf,session-2026-09-04-008
8,6,225,images/8/IMG_0812.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/49,1.6,5.96,2026-09-04T13:46:11.311-04:00,image-dfb60055f8f5c3b6,session-2026-09-04-008
8,6,270,images/8/IMG_0813.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/32,1.6,5.96,2026-09-04T13:47:08.742-04:00,image-28c0cc7d3c2ecdc6,session-2026-09-04-008
8,6,315,images/8/IMG_0814.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/49,1.6,5.96,2026-09-04T13:47:30.806-04:00,image-26c926e0c4ca4f9c,session-2026-09-04-008
8,7,0,images/8/IMG_0815.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/51,1.6,5.96,2026-09-04T13:48:23.381-04:00,image-594e79564f49f4d0,session-2026-09-04-008
8,7,45,images/8/IMG_0816.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/50,1.6,5.96,2026-09-04T13:49:08.072-04:00,image-2a620ee4031afd1a,session-2026-09-04-008
8,7,90,images/8/IMG_0817.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/50,1.6,5.96,2026-09-04T13:49:42.659-04:00,image-fef5fc9763df4f95,session-2026-09-04-008
8,7,135,images/8/IMG_0818.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/53,1.6,5.96,2026-09-04T13:49:53.611-04:00,image-0c53eb30da22eedb,session-2026-09-04-008
8,7,180,images/8/IMG_0819.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/51,1.6,5.96,2026-09-04T13:50:05.940-04:00,image-2523daad1ad3d155,session-2026-09-04-008
8,7,225,images/8/IMG_0820.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/52,1.6,5.96,2026-09-04T13:50:31.496-04:00,image-e3935924717f6bb9,session-2026-09-04-008
8,7,270,images/8/IMG_0821.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/50,1.6,5.96,2026-09-04T13:51:02.057-04:00,image-41116e2305fc3cd7,session-2026-09-04-008
8,7,315,images/8/IMG_0822.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/46,1.6,5.96,2026-09-04T13:51:28.645-04:00,image-8eb75edf599c9ca4,session-2026-09-04-008
8,8,0,images/8/IMG_0823.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/44,1.6,5.96,2026-09-04T13:52:15.086-04:00,image-130e04de72ec613d,session-2026-09-04-008
8,8,45,images/8/IMG_0824.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/50,1.6,5.96,2026-09-04T13:54:51.171-04:00,image-acafdc6f67c1f3a1,session-2026-09-04-008
8,8,90,images/8/IMG_0826.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/46,1.6,5.96,2026-09-04T13:55:02.533-04:00,image-0a5e3a5e4de9d486,session-2026-09-04-008
8,8,135,images/8/IMG_0827.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/48,1.6,5.96,2026-09-04T13:55:52.287-04:00,image-a456bd008e5b67d0,session-2026-09-04-008
8,8,180,images/8/IMG_0828.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/45,1.6,5.96,2026-09-04T13:56:28.825-04:00,image-da409a9abf0d2944,session-2026-09-04-008
8,8,225,images/8/IMG_0829.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/48,1.6,5.96,2026-09-04T13:56:53.924-04:00,image-2472b03506e5eaaa,session-2026-09-04-008
8,8,270,images/8/IMG_0831.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/54,1.6,5.96,2026-09-04T13:57:39.949-04:00,image-55a1c48d0a88c359,session-2026-09-04-008
8,8,315,images/8/IMG_0832.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/53,1.6,5.96,2026-09-04T13:57:57.421-04:00,image-4663b8119ac54c37,session-2026-09-04-008
8,9,0,images/8/IMG_0833.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/50,1.6,5.96,2026-09-04T13:59:26.574-04:00,image-60bb375cf5d0490e,session-2026-09-04-008
8,9,45,images/8/IMG_0834.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/49,1.6,5.96,2026-09-04T13:59:38.247-04:00,image-f4fef70770b30439,session-2026-09-04-008
8,9,90,images/8/IMG_0835.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/49,1.6,5.96,2026-09-04T14:00:03.537-04:00,image-4c29ecfb82a30e9a,session-2026-09-04-008
8,9,135,images/8/IMG_0836.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/47,1.6,5.96,2026-09-04T14:01:00.884-04:00,image-2313973c794bbf3e,session-2026-09-04-008
8,9,180,images/8/IMG_0837.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/51,1.6,5.96,2026-09-04T14:01:35.740-04:00,image-e5bf0fcadc295ec6,session-2026-09-04-008
8,9,225,images/8/IMG_0838.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/34,1.6,5.96,2026-09-04T14:01:59.123-04:00,image-eab224bea3a63596,session-2026-09-04-008
8,9,270,images/8/IMG_0839.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/33,1.6,5.96,2026-09-04T14:02:30.324-04:00,image-de09df5fe51b03f0,session-2026-09-04-008
8,9,315,images/8/IMG_0840.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/40,1.6,5.96,2026-09-04T14:02:50.775-04:00,image-5693709ad4df8f67,session-2026-09-04-008
9,10,0,images/9/IMG_0843.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/31,1.6,5.96,2026-09-04T14:29:33.874-04:00,image-33a6e9f3d27041a4,session-2026-09-04-008
9,10,45,images/9/IMG_0844.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/37,1.6,5.96,2026-09-04T14:29:43.391-04:00,image-23e4c82b2e43b96a,session-2026-09-04-008
9,10,90,images/9/IMG_0845.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/40,1.6,5.96,2026-09-04T14:30:06.408-04:00,image-43bf924580674ba7,session-2026-09-04-008
9,10,135,images/9/IMG_0846.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/41,1.6,5.96,2026-09-04T14:30:14.966-04:00,image-a94d80d026f8cd11,session-2026-09-04-008
9,10,180,images/9/IMG_0847.jpg,FALSE,Apple,iPhone 17,FALSE,500,1/41,1.6,5.96,2026-09-04T14:30:23.493-04:00,image-ee7c81e1fabce6ea,session-2026-09-04-008
9,10,225,images/9/IMG_0848.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/37,1.6,5.96,2026-09-04T14:31:04.596-04:00,image-b1a78b50811c1a41,session-2026-09-04-008
9,10,270,images/9/IMG_0849.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/39,1.6,5.96,2026-09-04T14:31:17.336-04:00,image-1fb888ff99fd894d,session-2026-09-04-008
9,10,315,images/9/IMG_0851.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/35,1.6,5.96,2026-09-04T14:31:42.246-04:00,image-6aeb12e5c738f796,session-2026-09-04-008
9,11,0,images/9/IMG_0852.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:32:54.532-04:00,image-a4869694d3692079,session-2026-09-04-008
9,11,45,images/9/IMG_0853.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:33:11.009-04:00,image-bfddf695aa20b053,session-2026-09-04-008
9,11,90,images/9/IMG_0854.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:33:31.685-04:00,image-184c016b662f23e8,session-2026-09-04-008
9,11,135,images/9/IMG_0855.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-04T14:33:46.482-04:00,image-c08e15520f478a86,session-2026-09-04-008
9,11,180,images/9/IMG_0856.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:34:04.693-04:00,image-b41357971a99c784,session-2026-09-04-008
9,11,225,images/9/IMG_0857.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:34:23.543-04:00,image-f72cfdcb5bf2e445,session-2026-09-04-008
9,11,270,images/9/IMG_0858.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:34:39.222-04:00,image-1af4739b2b8e7b57,session-2026-09-04-008
9,11,315,images/9/IMG_0859.jpg,FALSE,Apple,iPhone 17,FALSE,640,1/30,1.6,5.96,2026-09-04T14:34:58.643-04:00,image-58c860ae6925abd1,session-2026-09-04-008
10,12,0,images/10/IMG_0244.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T15:57:21.667-04:00,image-97846043ee9f6f5d,session-2026-08-24-003
10,12,45,images/10/IMG_0245.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-24T15:57:34.612-04:00,image-69a31893b463f48d,session-2026-08-24-003
10,12,90,images/10/IMG_0246.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T15:57:42.384-04:00,image-d0341d0b434ff987,session-2026-08-24-003
10,12,135,images/10/IMG_0247.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T15:57:54.949-04:00,image-8ec46cf03a04d7bc,session-2026-08-24-003
10,12,180,images/10/IMG_0248.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T15:58:17.086-04:00,image-2c7b163e15f8468b,session-2026-08-24-003
10,12,225,images/10/IMG_0249.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-24T15:58:31.144-04:00,image-63c82ad67aea33da,session-2026-08-24-003
10,12,270,images/10/IMG_0250.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-24T15:58:41.453-04:00,image-3b3624355872ad14,session-2026-08-24-003
10,12,315,images/10/IMG_0251.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T15:58:54.445-04:00,image-b9bf55bccc3f2132,session-2026-08-24-003
10,13,0,images/10/IMG_0252.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T17:00:01.235-04:00,image-78bcc999c5d2b037,session-2026-08-24-003
10,13,45,images/10/IMG_0253.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T17:00:08.237-04:00,image-a979a6c062574744,session-2026-08-24-003
10,13,90,images/10/IMG_0254.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T17:00:15.597-04:00,image-957f0010bd64467a,session-2026-08-24-003
10,13,135,images/10/IMG_0255.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T17:00:22.279-04:00,image-2b09b651dd0165d8,session-2026-08-24-003
10,13,180,images/10/IMG_0959.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T17:00:29.459-04:00,image-5ec4f8271a103c84,session-2026-08-24-003
10,13,225,images/10/IMG_0960.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,200,1/60,1.78,6.765,2026-08-24T17:00:36.211-04:00,image-1301684efce926cf,session-2026-08-24-003
10,13,270,images/10/IMG_0258.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-24T17:00:43.732-04:00,image-258e3ef14fc35b16,session-2026-08-24-003
10,13,315,images/10/IMG_0259.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-24T17:00:48.402-04:00,image-9a339c8497429c6a,session-2026-08-24-003
11,14,0,images/11/IMG_0260.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:21:43.635-04:00,image-e4cce5b0c878d79d,session-2026-08-25-004
11,14,45,images/11/IMG_0261.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:21:51.573-04:00,image-b7d1b94329656bf4,session-2026-08-25-004
11,14,90,images/11/IMG_0262.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:22:04.911-04:00,image-7f261b5e8730db4c,session-2026-08-25-004
11,14,135,images/11/IMG_0263.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:22:16.492-04:00,image-b63dec8f28d02b4b,session-2026-08-25-004
11,14,180,images/11/IMG_0264.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:22:26.365-04:00,image-43ff42eb1f6ae30e,session-2026-08-25-004
11,14,225,images/11/IMG_0265.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:22:33.301-04:00,image-761e3f794d815e09,session-2026-08-25-004
11,14,270,images/11/IMG_0266.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:22:51.792-04:00,image-cdc50bbd1d4fe8b1,session-2026-08-25-004
11,14,315,images/11/IMG_0267.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:23:00.987-04:00,image-74afac32104f3c4d,session-2026-08-25-004
11,15,0,images/11/IMG_0268.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:23:47.941-04:00,image-dfabb3254d031cff,session-2026-08-25-004
11,15,45,images/11/IMG_0269.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:24:01.303-04:00,image-201b7c7274b6e1cc,session-2026-08-25-004
11,15,90,images/11/IMG_0270.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:24:12.050-04:00,image-043d8d31a51f1781,session-2026-08-25-004
11,15,135,images/11/IMG_0271.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:24:24.630-04:00,image-971767cf1b9bed2f,session-2026-08-25-004
11,15,180,images/11/IMG_0272.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:24:40.003-04:00,image-af6d2b3014bc9cd2,session-2026-08-25-004
11,15,225,images/11/IMG_0273.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:24:51.325-04:00,image-547855e3c5492abc,session-2026-08-25-004
11,15,270,images/11/IMG_0274.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:25:11.614-04:00,image-012a237adc03bd41,session-2026-08-25-004
11,15,315,images/11/IMG_0275.jpg,TRUE,Apple,iPhone 15 Pro,FALSE,160,1/60,1.78,6.765,2026-08-25T13:25:23.130-04:00,image-5286b526a7da48fd,session-2026-08-25-004
16,16,0,images/16/IMG_0560.jpg,TRUE,Apple,iPhone 17,FALSE,160,1/60,1.6,5.96,2026-09-02T18:01:25.587-04:00,image-f9ac71d15ed18b18,session-2026-09-02-006
16,16,45,images/16/IMG_0580.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:17:28.700-04:00,image-4a19c4243860c434,session-2026-09-02-006
16,16,90,images/16/IMG_0581.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:20:07.489-04:00,image-699ba643f31163c1,session-2026-09-02-006
16,16,135,images/16/IMG_0582.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:20:25.630-04:00,image-05466e1cd5dedf10,session-2026-09-02-006
16,16,180,images/16/IMG_0584.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:21:54.698-04:00,image-b8fbe286c2158a4f,session-2026-09-02-006
16,16,225,images/16/IMG_0585.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:22:17.167-04:00,image-161423d9a2021a0b,session-2026-09-02-006
